name,x,y,z,w,h
i_cache_subsystem/i_nbdcache/sram_block_3__tag_sram.genblk1_0__i_ram.macro_mem_1,987.17,12.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__data_sram/genblk1_0__i_ram/macro_mem_0,10.07,1050.49,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__data_sram/genblk1_0__i_ram/macro_mem_2,625.825,1263.08,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__data_sram/genblk1_1__i_ram/macro_mem_0,987.171,1323.68,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__data_sram/genblk1_1__i_ram/macro_mem_2,10.07,1171.69,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__tag_sram.genblk1_0__i_ram.macro_mem_2,889.46,12.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_5__data_sram/genblk1_0__i_ram/macro_mem_1,10.07,12.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_5__data_sram/genblk1_0__i_ram/macro_mem_3,1084.88,1323.68,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_5__data_sram/genblk1_1__i_ram/macro_mem_1,205.49,12.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_5__data_sram/genblk1_1__i_ram/macro_mem_3,1350.28,1224.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__data_sram/genblk1_0__i_ram/macro_mem_0,596.331,1387.0,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__data_sram/genblk1_0__i_ram/macro_mem_2,1350.28,861.0,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__data_sram/genblk1_1__i_ram/macro_mem_0,987.171,1387.0,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__data_sram/genblk1_1__i_ram/macro_mem_2,987.172,73.2,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__tag_sram.genblk1_0__i_ram.macro_mem_0,1350.28,921.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__tag_sram.genblk1_0__i_ram.macro_mem_2,10.07,315.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__data_sram/genblk1_0__i_ram/macro_mem_1,1182.59,1323.68,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__data_sram/genblk1_0__i_ram/macro_mem_3,1084.88,1387.0,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__data_sram/genblk1_1__i_ram/macro_mem_1,10.07,376.2,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__data_sram/genblk1_1__i_ram/macro_mem_3,303.2,12.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__tag_sram.genblk1_0__i_ram.macro_mem_2,694.041,1323.68,1,97.71,60.6
i_cache_subsystem/i_nbdcache/valid_dirty_sram/genblk1_0__i_ram/macro_mem_1,1350.28,679.2,1,97.71,60.6
i_cache_subsystem/i_nbdcache/valid_dirty_sram/genblk1_0__i_ram/macro_mem_3,1350.28,618.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/i_miss_handler,107.78,382.53,1,518.045,880.554
i_frontend,1026.16,194.4,0,324.119,1253.2
ex_stage_i/i_mult,107.78,146.0,0,879.391,273.771
issue_stage_i/i_issue_read_operands,10.07,505.822,0,291.11,662.818
(i_cache_subsystem/i_icache)_glue_logic,107.78,73.2,0,879.391,72.7998
i_perf_counters,301.18,603.892,0,415.913,137.251
i_cache_subsystem/i_nbdcache/sram_block_0__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_nbdcache/sram_block_2__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_nbdcache/sram_block_4__tag_sram.genblk1_0__i_ram.macro_mem_0||i_cache_subsystem/i_nbdcache/sram_block_4__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_nbdcache/sram_block_5__tag_sram.genblk1_0__i_ram.macro_mem_0||i_cache_subsystem/i_nbdcache/sram_block_5__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_nbdcache/sram_block_7__tag_sram.genblk1_0__i_ram.macro_mem_1,1350.28,12.6,1,97.71,424.2
i_cache_subsystem/i_icache/sram_block_0__tag_sram.genblk1_0__i_ram.macro_mem_0||i_cache_subsystem/i_icache/sram_block_0__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_icache/sram_block_1__tag_sram.genblk1_0__i_ram.macro_mem_0||i_cache_subsystem/i_icache/sram_block_1__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_icache/sram_block_3__tag_sram.genblk1_0__i_ram.macro_mem_0||i_cache_subsystem/i_icache/sram_block_3__tag_sram.genblk1_0__i_ram.macro_mem_1,987.171,12.6,0,195.42,181.8
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_1__i_ram/macro_mem_1,1350.28,982.2,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_1__i_ram/macro_mem_3,10.07,194.4,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_0__i_ram/macro_mem_0,1350.28,921.6,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_0__i_ram/macro_mem_2,10.07,376.2,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_1__i_ram/macro_mem_0,1350.28,194.4,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_1__i_ram/macro_mem_2,1280.3,12.6,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__tag_sram.genblk1_0__i_ram.macro_mem_2,303.2,12.6,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__data_sram/genblk1_0__i_ram/macro_mem_1,1350.28,618.6,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__data_sram/genblk1_0__i_ram/macro_mem_3,10.07,255.0,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__data_sram/genblk1_1__i_ram/macro_mem_1,1350.28,376.2,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__data_sram/genblk1_1__i_ram/macro_mem_3,10.07,1168.64,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__tag_sram.genblk1_0__i_ram.macro_mem_1,1350.28,133.8,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_3__data_sram/genblk1_0__i_ram/macro_mem_0,596.33,12.6,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_3__data_sram/genblk1_0__i_ram/macro_mem_2,889.461,12.6,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_3__data_sram/genblk1_1__i_ram/macro_mem_0,1350.28,315.6,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_3__data_sram/genblk1_1__i_ram/macro_mem_2,1350.28,679.2,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_3__tag_sram.genblk1_0__i_ram.macro_mem_2,10.07,73.2,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_0__data_sram/genblk1_0__i_ram/macro_mem_1,303.2,1323.68,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_0__data_sram/genblk1_0__i_ram/macro_mem_3,498.621,1323.68,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_0__data_sram/genblk1_1__i_ram/macro_mem_1,107.78,133.8,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_0__data_sram/genblk1_1__i_ram/macro_mem_3,596.33,12.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_0__tag_sram.genblk1_0__i_ram.macro_mem_2,1350.28,558.0,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_1__data_sram/genblk1_0__i_ram/macro_mem_1,889.461,1387.0,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_1__data_sram/genblk1_0__i_ram/macro_mem_3,10.07,436.8,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_1__data_sram/genblk1_1__i_ram/macro_mem_1,400.912,73.2,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_1__data_sram/genblk1_1__i_ram/macro_mem_3,1350.28,739.8,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_1__tag_sram.genblk1_0__i_ram.macro_mem_1,10.07,255.0,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_2__data_sram/genblk1_0__i_ram/macro_mem_0,1247.4,73.2,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_2__data_sram/genblk1_0__i_ram/macro_mem_2,10.07,73.2,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_2__data_sram/genblk1_1__i_ram/macro_mem_0,1350.28,1103.4,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_2__data_sram/genblk1_1__i_ram/macro_mem_2,791.751,1323.68,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_2__tag_sram.genblk1_0__i_ram.macro_mem_0,107.78,1263.08,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_3__data_sram/genblk1_0__i_ram/macro_mem_0,107.78,1387.0,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_3__data_sram/genblk1_0__i_ram/macro_mem_2,791.75,12.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_3__data_sram/genblk1_1__i_ram/macro_mem_0,1350.28,1042.8,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_3__data_sram/genblk1_1__i_ram/macro_mem_2,498.622,133.8,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_3__tag_sram.genblk1_0__i_ram.macro_mem_0,205.49,1323.68,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_3__tag_sram.genblk1_0__i_ram.macro_mem_2,791.752,73.2,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__data_sram/genblk1_0__i_ram/macro_mem_1,498.622,73.2,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__data_sram/genblk1_0__i_ram/macro_mem_3,1350.28,800.4,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__data_sram/genblk1_1__i_ram/macro_mem_1,1182.59,12.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__data_sram/genblk1_1__i_ram/macro_mem_3,889.461,1323.68,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_5__data_sram/genblk1_0__i_ram/macro_mem_0,1247.41,436.8,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_5__data_sram/genblk1_0__i_ram/macro_mem_2,303.201,1387.0,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_5__data_sram/genblk1_1__i_ram/macro_mem_0,107.78,12.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_5__data_sram/genblk1_1__i_ram/macro_mem_2,10.07,194.4,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_5__tag_sram.genblk1_0__i_ram.macro_mem_2,1350.28,1345.8,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__data_sram/genblk1_0__i_ram/macro_mem_1,107.78,1323.68,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__data_sram/genblk1_0__i_ram/macro_mem_3,1350.28,497.4,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__data_sram/genblk1_1__i_ram/macro_mem_1,596.331,1323.68,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__data_sram/genblk1_1__i_ram/macro_mem_3,1084.88,73.2,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__tag_sram.genblk1_0__i_ram.macro_mem_1,400.911,1387.0,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__data_sram/genblk1_0__i_ram/macro_mem_0,1350.28,982.2,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__data_sram/genblk1_0__i_ram/macro_mem_2,10.07,1111.09,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__data_sram/genblk1_1__i_ram/macro_mem_0,400.91,12.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__data_sram/genblk1_1__i_ram/macro_mem_2,107.782,73.2,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__tag_sram.genblk1_0__i_ram.macro_mem_0,303.202,73.2,1,97.71,60.6
i_cache_subsystem/i_nbdcache/valid_dirty_sram/genblk1_0__i_ram/macro_mem_0,1084.88,12.6,1,97.71,60.6
i_cache_subsystem/i_nbdcache/valid_dirty_sram/genblk1_0__i_ram/macro_mem_2,694.041,1387.0,1,97.71,60.6
(issue_stage_i)_glue_logic,301.18,603.892,0,0.001,0.001
i_cache_subsystem/i_icache/sram_block_0__data_sram,717.094,146.0,0,0.001,0.001
i_cache_subsystem/i_icache/sram_block_1__data_sram,889.46,12.6,0,0.001,0.001
i_cache_subsystem/i_icache/sram_block_2__data_sram,1026.16,194.4,0,0.001,0.001
i_cache_subsystem/i_icache/sram_block_3__data_sram,717.094,1168.64,0,0.001,0.001
i_cache_subsystem/i_nbdcache/sram_block_0__data_sram,107.781,73.2,1,0.001,0.001
i_cache_subsystem/i_nbdcache/sram_block_1__data_sram,400.914,133.8,1,0.001,0.001
i_cache_subsystem/i_nbdcache/sram_block_2__data_sram,400.913,133.8,1,0.001,0.001
i_cache_subsystem/i_nbdcache/sram_block_3__data_sram,1247.4,436.8,1,0.001,0.001
i_cache_subsystem/i_nbdcache/sram_block_4__data_sram,400.912,133.8,1,0.001,0.001
i_cache_subsystem/i_nbdcache/sram_block_5__data_sram,1084.88,73.2,1,0.001,0.001
i_cache_subsystem/i_nbdcache/sram_block_6__data_sram,400.915,133.8,1,0.001,0.001
i_cache_subsystem/i_nbdcache/sram_block_7__data_sram,205.49,1384.28,1,0.001,0.001
i_cache_subsystem/i_nbdcache/valid_dirty_sram,107.78,73.2,1,0.001,0.001
L1,0.0,0.0,0,0.0,0.0
